台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",8703,28,33,0,1851,1/310.8,1/263.7,0.0,142.7
"
479
",5805,20,14,0,1100,1/290.3,1/414.6,0.0,170.7
"
480
",5586,23,11,0,879,1/242.9,1/507.8,0.0,164.3
"
481
",8558,32,27,0,1791,1/267.4,1/317.0,0.0,145.1
"
482
",5117,15,16,0,1121,1/341.1,1/319.8,0.0,165.1
"
483
",8724,45,46,0,5200,1/193.9,1/189.7,0.0,95.9
"
484
",4606,20,6,0,929,1/230.3,1/767.7,0.0,177.2
"
485
",6607,24,21,0,1343,1/275.3,1/314.6,0.0,146.8
"
486
",6967,27,19,0,1962,1/258.0,1/366.7,0.0,151.5
"
487
",6493,23,23,0,1048,1/282.3,1/282.3,0.0,141.2
"
488
",7382,31,19,0,1787,1/238.1,1/388.5,0.0,147.6
"
489
",5304,15,15,0,862,1/353.6,1/353.6,0.0,176.8
"
490
",7896,25,30,0,1759,1/315.8,1/263.2,0.0,143.6
"
491
",5982,14,22,0,897,1/427.3,1/271.9,0.0,166.2
"
492
",6865,31,21,0,2602,1/221.5,1/326.9,0.0,132.0
"
493
",4290,15,4,0,844,1/286.0,1/1072.5,0.0,225.8
"
494
",5714,28,11,0,1863,1/204.1,1/519.5,0.0,146.5
"
495
",9128,46,29,0,3416,1/198.4,1/314.8,0.0,121.7
"
496
",6318,28,15,0,1744,1/225.6,1/421.2,0.0,146.9
"
497
",7544,27,19,0,1663,1/279.4,1/397.1,0.0,164.0
"
498
",5774,17,15,0,775,1/339.6,1/384.9,0.0,180.4
"
499
",8409,29,31,0,1184,1/290.0,1/271.3,0.0,140.2
"
500
",3323,8,9,0,680,1/415.4,1/369.2,0.0,195.5
"
501
",8513,36,33,0,3069,1/236.5,1/258.0,0.0,123.4
"
502
",8699,35,34,0,2128,1/248.5,1/255.9,0.0,126.1
"
503
",3904,8,5,0,386,1/488.0,1/780.8,0.0,300.3
"
504
",7594,25,20,0,924,1/303.8,1/379.7,0.0,168.8
"
505
",3987,15,8,0,1051,1/265.8,1/498.4,0.0,173.3
"
506
",8537,32,27,0,1387,1/266.8,1/316.2,0.0,144.7
"
507
",3365,11,7,0,1446,1/305.9,1/480.7,0.0,186.9
"
508
",6018,24,20,0,1877,1/250.8,1/300.9,0.0,136.8
"
509
",3500,11,7,0,654,1/318.2,1/500.0,0.0,194.4
"
510
",4554,15,11,0,1080,1/303.6,1/414.0,0.0,175.2
"
511
",7856,34,22,0,1853,1/231.1,1/357.1,0.0,140.3
"
512
",3484,11,9,0,526,1/316.7,1/387.1,0.0,174.2
"
513
",5759,16,17,0,666,1/359.9,1/338.8,0.0,174.5
"
514
",7138,31,18,0,1196,1/230.3,1/396.6,0.0,145.7
"
515
",3371,11,6,0,530,1/306.5,1/561.8,0.0,198.3
"
516
",4693,15,10,0,1029,1/312.9,1/469.3,0.0,187.7
"
517
",8974,37,40,0,3593,1/242.5,1/224.4,0.0,116.5
"
524
",6265,13,22,0,785,1/481.9,1/284.8,0.0,179.0
"
525
",3805,10,14,0,718,1/380.5,1/271.8,0.0,158.5
"
526
",7541,30,27,0,1421,1/251.4,1/279.3,0.0,132.3
"
527
",1639,4,0,0,387,1/409.8,1/0.0,0.0,409.8
"
528
",7627,36,14,0,2263,1/211.9,1/544.8,0.0,152.5
"
529
",6551,21,22,0,1027,1/312.0,1/297.8,0.0,152.3
"
530
",6316,13,19,0,837,1/485.8,1/332.4,0.0,197.4
"
531
",6813,18,25,0,1108,1/378.5,1/272.5,0.0,158.4
"
532
",3776,10,8,0,730,1/377.6,1/472.0,0.0,209.8
"
533
",6618,34,18,0,2812,1/194.6,1/367.7,0.0,127.3
"
534
",3852,16,8,0,1342,1/240.8,1/481.5,0.0,160.5
"
535
",7705,30,20,1,748,1/256.8,1/385.3,7705.0,154.1
