台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",7132,25,17,0,1365,1/285.3,1/419.5,0.0,169.8
"
479
",8041,27,25,0,1260,1/297.8,1/321.6,0.0,154.6
"
480
",5917,16,14,0,551,1/369.8,1/422.6,0.0,197.2
"
481
",8938,30,30,0,956,1/297.9,1/297.9,0.0,149.0
"
482
",6619,19,25,0,813,1/348.4,1/264.8,0.0,150.4
"
483
",8274,43,22,0,3281,1/192.4,1/376.1,0.0,127.3
"
484
",7613,33,20,0,1556,1/230.7,1/380.7,0.0,143.6
"
485
",7198,31,22,0,1751,1/232.2,1/327.2,0.0,135.8
"
486
",9006,42,37,0,4179,1/214.4,1/243.4,0.0,114.0
"
487
",5522,15,9,0,717,1/368.1,1/613.6,0.0,230.1
"
488
",7311,34,15,0,2507,1/215.0,1/487.4,0.0,149.2
"
489
",8690,33,28,0,2726,1/263.3,1/310.4,0.0,142.5
"
490
",7823,33,21,0,1356,1/237.1,1/372.5,0.0,144.9
"
491
",7701,38,25,0,3011,1/202.7,1/308.0,0.0,122.2
"
492
",6123,15,23,0,1100,1/408.2,1/266.2,0.0,161.1
"
493
",7337,33,17,0,1588,1/222.3,1/431.6,0.0,146.7
"
494
",8766,48,35,0,5890,1/182.6,1/250.5,0.0,105.6
"
495
",4855,18,9,0,858,1/269.7,1/539.4,0.0,179.8
"
496
",7390,22,25,0,1232,1/335.9,1/295.6,0.0,157.2
"
497
",7817,40,26,0,4244,1/195.4,1/300.7,0.0,118.4
"
498
",7921,33,23,0,3120,1/240.0,1/344.4,0.0,141.4
"
499
",7020,24,13,0,1479,1/292.5,1/540.0,0.0,189.7
"
500
",9081,38,31,0,2355,1/239.0,1/292.9,0.0,131.6
"
501
",5118,24,7,0,1519,1/213.3,1/731.1,0.0,165.1
"
502
",9071,42,35,0,3657,1/216.0,1/259.2,0.0,117.8
"
503
",6333,15,16,0,782,1/422.2,1/395.8,0.0,204.3
"
504
",7641,31,27,0,2025,1/246.5,1/283.0,0.0,131.7
"
505
",6817,20,22,0,961,1/340.9,1/309.9,0.0,162.3
"
506
",8881,41,26,0,2390,1/216.6,1/341.6,0.0,132.6
"
507
",7591,19,18,0,1045,1/399.5,1/421.7,0.0,205.2
"
508
",6462,19,14,0,894,1/340.1,1/461.6,0.0,195.8
"
509
",7275,34,26,0,3121,1/214.0,1/279.8,0.0,121.3
"
510
",7090,30,19,0,1762,1/236.3,1/373.2,0.0,144.7
"
511
",6751,17,19,0,1039,1/397.1,1/355.3,0.0,187.5
"
512
",7389,25,18,0,1126,1/295.6,1/410.5,0.0,171.8
"
513
",6837,20,18,0,822,1/341.9,1/379.8,0.0,179.9
"
514
",7364,17,24,0,742,1/433.2,1/306.8,0.0,179.6
"
515
",9645,44,33,0,2901,1/219.2,1/292.3,0.0,125.3
"
516
",6822,24,20,0,1178,1/284.3,1/341.1,0.0,155.0
"
517
",9391,34,37,0,1826,1/276.2,1/253.8,0.0,132.3
"
526
",6794,26,25,0,1904,1/261.3,1/271.8,0.0,133.2
"
527
",5939,16,12,0,1129,1/371.2,1/494.9,0.0,212.1
"
528
",7123,28,21,0,1583,1/254.4,1/339.2,0.0,145.4
"
529
",8489,26,25,0,984,1/326.5,1/339.6,0.0,166.5
"
530
",7834,24,28,0,1061,1/326.4,1/279.8,0.0,150.7
"
531
",9274,28,41,0,1590,1/331.2,1/226.2,0.0,134.4
"
532
",6813,16,25,0,953,1/425.8,1/272.5,0.0,166.2
"
533
",8716,42,24,0,2361,1/207.5,1/363.2,0.0,132.1
"
534
",8860,43,27,0,2930,1/206.0,1/328.1,0.0,126.6
"
535
",9250,36,40,0,3059,1/256.9,1/231.3,0.0,121.7
