台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",7560,24,28,0,1388,1/315.0,1/270.0,0.0,145.4
"
479
",7210,27,22,0,955,1/267.0,1/327.7,0.0,147.1
"
480
",6999,30,18,0,1875,1/233.3,1/388.8,0.0,145.8
"
481
",8145,39,19,0,3269,1/208.8,1/428.7,0.0,140.4
"
482
",6217,18,20,0,1049,1/345.4,1/310.9,0.0,163.6
"
483
",8560,46,26,0,4440,1/186.1,1/329.2,0.0,118.9
"
484
",5795,16,20,0,650,1/362.2,1/289.8,0.0,161.0
"
485
",5963,26,11,0,1901,1/229.3,1/542.1,0.0,161.2
"
486
",5860,20,13,0,1350,1/293.0,1/450.8,0.0,177.6
"
487
",8680,39,30,0,2858,1/222.6,1/289.3,0.0,125.8
"
488
",7791,27,25,0,1528,1/288.6,1/311.6,0.0,149.8
"
489
",7587,28,21,0,1347,1/271.0,1/361.3,0.0,154.8
"
490
",8804,37,38,0,2563,1/237.9,1/231.7,0.0,117.4
"
491
",8995,38,34,0,2594,1/236.7,1/264.6,0.0,124.9
"
492
",4767,18,7,0,794,1/264.8,1/681.0,0.0,190.7
"
493
",6612,23,17,0,1336,1/287.5,1/388.9,0.0,165.3
"
494
",7314,39,20,0,3667,1/187.5,1/365.7,0.0,124.0
"
495
",7030,28,14,0,1412,1/251.1,1/502.1,0.0,167.4
"
496
",6505,18,17,0,680,1/361.4,1/382.6,0.0,185.9
"
497
",7628,28,18,0,1509,1/272.4,1/423.8,0.0,165.8
"
498
",7255,23,23,0,868,1/315.4,1/315.4,0.0,157.7
"
499
",7611,34,26,0,3141,1/223.9,1/292.7,0.0,126.9
"
500
",4979,14,12,0,915,1/355.6,1/414.9,0.0,191.5
"
501
",7642,49,34,0,7419,1/156.0,1/224.8,0.0,92.1
"
502
",6687,27,15,0,1769,1/247.7,1/445.8,0.0,159.2
"
503
",8768,49,33,0,5458,1/178.9,1/265.7,0.0,106.9
"
504
",8466,30,28,0,1720,1/282.2,1/302.4,0.0,146.0
"
505
",7254,23,26,0,810,1/315.4,1/279.0,0.0,148.0
"
506
",8859,34,32,0,2339,1/260.6,1/276.8,0.0,134.2
"
507
",7899,27,23,0,1364,1/292.6,1/343.4,0.0,158.0
"
508
",7877,32,21,0,1972,1/246.2,1/375.1,0.0,148.6
"
509
",7388,20,27,0,939,1/369.4,1/273.6,0.0,157.2
"
510
",6771,20,21,0,1193,1/338.6,1/322.4,0.0,165.1
"
511
",7902,28,30,0,1816,1/282.2,1/263.4,0.0,136.2
"
512
",7260,25,20,0,1572,1/290.4,1/363.0,0.0,161.3
"
513
",8149,28,21,0,780,1/291.0,1/388.0,0.0,166.3
"
514
",7271,35,22,0,3086,1/207.7,1/330.5,0.0,127.6
"
515
",6551,23,15,0,801,1/284.8,1/436.7,0.0,172.4
"
516
",9734,33,41,0,1500,1/295.0,1/237.4,0.0,131.5
"
517
",8683,38,26,0,2293,1/228.5,1/334.0,0.0,135.7
"
524
",5931,17,17,0,1584,1/348.9,1/348.9,0.0,174.4
"
525
",4890,12,16,0,550,1/407.5,1/305.6,0.0,174.6
"
526
",7233,29,26,0,1892,1/249.4,1/278.2,0.0,131.5
"
527
",5422,18,11,0,770,1/301.2,1/492.9,0.0,187.0
"
528
",6875,25,19,0,1128,1/275.0,1/361.8,0.0,156.3
"
529
",6307,22,14,0,879,1/286.7,1/450.5,0.0,175.2
"
530
",8859,33,36,0,2127,1/268.5,1/246.1,0.0,128.4
"
531
",6419,22,16,0,1072,1/291.8,1/401.2,0.0,168.9
"
532
",6875,30,14,0,2253,1/229.2,1/491.1,0.0,156.3
"
533
",7787,27,26,0,1963,1/288.4,1/299.5,0.0,146.9
"
534
",8660,34,39,0,2291,1/254.7,1/222.1,0.0,118.6
"
535
",9239,49,25,0,4068,1/188.6,1/369.6,0.0,124.9
