台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",9574,40,24,0,2339,1/239.4,1/398.9,0.0,149.6
"
479
",7914,39,26,0,3494,1/202.9,1/304.4,0.0,121.8
"
480
",5819,19,15,0,1325,1/306.3,1/387.9,0.0,171.1
"
481
",7726,29,25,0,828,1/266.4,1/309.0,0.0,143.1
"
482
",6530,28,17,0,1447,1/233.2,1/384.1,0.0,145.1
"
483
",9291,40,33,0,2967,1/232.3,1/281.5,0.0,127.3
"
484
",8760,38,39,0,3478,1/230.5,1/224.6,0.0,113.8
"
485
",8179,29,24,0,1138,1/282.0,1/340.8,0.0,154.3
"
486
",8453,25,32,0,1804,1/338.1,1/264.2,0.0,148.3
"
487
",6536,28,17,0,1967,1/233.4,1/384.5,0.0,145.2
"
488
",6557,34,23,0,2975,1/192.9,1/285.1,0.0,115.0
"
489
",7223,25,28,0,1669,1/288.9,1/258.0,0.0,136.3
"
490
",4529,14,12,0,752,1/323.5,1/377.4,0.0,174.2
"
491
",8506,43,31,0,3997,1/197.8,1/274.4,0.0,114.9
"
492
",4412,14,15,0,1096,1/315.1,1/294.1,0.0,152.1
"
493
",7742,35,22,0,2330,1/221.2,1/351.9,0.0,135.8
"
494
",8926,25,36,0,1846,1/357.0,1/247.9,0.0,146.3
"
495
",6867,25,20,0,1871,1/274.7,1/343.4,0.0,152.6
"
496
",4630,14,6,0,612,1/330.7,1/771.7,0.0,231.5
"
497
",7921,31,32,0,2863,1/255.5,1/247.5,0.0,125.7
"
498
",6198,19,15,0,985,1/326.2,1/413.2,0.0,182.3
"
499
",7311,21,27,0,984,1/348.1,1/270.8,0.0,152.3
"
500
",8515,40,24,0,2405,1/212.9,1/354.8,0.0,133.0
"
501
",9435,38,39,0,2734,1/248.3,1/241.9,0.0,122.5
"
502
",7945,30,23,0,1830,1/264.8,1/345.4,0.0,149.9
"
503
",5087,16,19,0,981,1/317.9,1/267.7,0.0,145.3
"
504
",5779,17,18,0,675,1/339.9,1/321.1,0.0,165.1
"
505
",7342,34,27,0,2718,1/215.9,1/271.9,0.0,120.4
"
506
",7928,31,29,0,1719,1/255.7,1/273.4,0.0,132.1
"
507
",6610,20,24,0,1858,1/330.5,1/275.4,0.0,150.2
"
508
",8779,37,33,0,1684,1/237.3,1/266.0,0.0,125.4
"
509
",6776,24,20,0,1507,1/282.3,1/338.8,0.0,154.0
"
510
",7268,27,17,0,1164,1/269.2,1/427.5,0.0,165.2
"
511
",4346,13,10,0,733,1/334.3,1/434.6,0.0,189.0
"
512
",8014,40,31,0,3947,1/200.4,1/258.5,0.0,112.9
"
513
",4726,13,11,0,818,1/363.5,1/429.6,0.0,196.9
"
514
",6175,18,19,0,1250,1/343.1,1/325.0,0.0,166.9
"
515
",9490,29,41,0,1401,1/327.2,1/231.5,0.0,135.6
"
516
",7710,38,32,0,3730,1/202.9,1/240.9,0.0,110.1
"
517
",7266,31,21,0,2387,1/234.4,1/346.0,0.0,139.7
"
524
",8107,36,25,0,3547,1/225.2,1/324.3,0.0,132.9
"
525
",5440,15,20,0,795,1/362.7,1/272.0,0.0,155.4
"
526
",8640,32,27,0,1603,1/270.0,1/320.0,0.0,146.4
"
527
",8470,36,37,0,3203,1/235.3,1/228.9,0.0,116.0
"
528
",6778,22,19,0,1399,1/308.1,1/356.7,0.0,165.3
"
529
",8253,36,26,0,2940,1/229.3,1/317.4,0.0,133.1
"
530
",7705,28,27,0,1809,1/275.2,1/285.4,0.0,140.1
"
531
",6238,14,20,0,553,1/445.6,1/311.9,0.0,183.5
"
532
",6643,25,22,0,1062,1/265.7,1/302.0,0.0,141.3
"
533
",9083,38,24,0,2476,1/239.0,1/378.5,0.0,146.5
"
534
",9350,39,33,0,3054,1/239.7,1/283.3,0.0,129.9
"
535
",6235,30,17,0,2267,1/207.8,1/366.8,0.0,132.7
