台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",8246,38,23,0,2356,1/217.0,1/358.5,0.0,135.2
"
479
",5690,16,15,0,740,1/355.6,1/379.3,0.0,183.5
"
480
",6882,26,20,0,2224,1/264.7,1/344.1,0.0,149.6
"
481
",4400,15,15,0,681,1/293.3,1/293.3,0.0,146.7
"
482
",3905,12,8,0,830,1/325.4,1/488.1,0.0,195.3
"
483
",6563,22,14,0,1042,1/298.3,1/468.8,0.0,182.3
"
484
",9098,36,31,0,2064,1/252.7,1/293.5,0.0,135.8
"
485
",1418,5,0,0,557,1/283.6,1/0.0,0.0,283.6
"
486
",6438,22,17,0,1080,1/292.6,1/378.7,0.0,165.1
"
487
",5976,31,12,0,3629,1/192.8,1/498.0,0.0,139.0
"
488
",2948,7,4,0,622,1/421.1,1/737.0,0.0,268.0
"
489
",3637,14,4,0,656,1/259.8,1/909.3,0.0,202.1
"
490
",3949,16,10,0,965,1/246.8,1/394.9,0.0,151.9
"
491
",5699,29,10,0,1377,1/196.5,1/569.9,0.0,146.1
"
492
",7496,34,18,0,2387,1/220.5,1/416.4,0.0,144.2
"
493
",5654,18,12,0,1685,1/314.1,1/471.2,0.0,188.5
"
494
",5359,16,17,0,837,1/334.9,1/315.2,0.0,162.4
"
495
",8594,35,25,0,2978,1/245.5,1/343.8,0.0,143.2
"
496
",6777,24,17,0,925,1/282.4,1/398.6,0.0,165.3
"
497
",7503,28,19,0,1297,1/268.0,1/394.9,0.0,159.6
"
498
",4720,14,12,0,1141,1/337.1,1/393.3,0.0,181.5
"
499
",7830,34,33,0,3793,1/230.3,1/237.3,0.0,116.9
"
500
",6569,13,19,0,501,1/505.3,1/345.7,0.0,205.3
"
501
",7002,20,22,0,1054,1/350.1,1/318.3,0.0,166.7
"
502
",5838,21,13,0,1014,1/278.0,1/449.1,0.0,171.7
"
503
",7844,38,21,0,3164,1/206.4,1/373.5,0.0,132.9
"
504
",6318,29,17,0,1803,1/217.9,1/371.6,0.0,137.3
"
505
",8454,35,28,0,2005,1/241.5,1/301.9,0.0,134.2
"
506
",5593,18,18,0,1916,1/310.7,1/310.7,0.0,155.4
"
507
",8647,38,28,0,2705,1/227.6,1/308.8,0.0,131.0
"
508
",3938,18,12,0,1948,1/218.8,1/328.2,0.0,131.3
"
509
",2526,7,3,0,608,1/360.9,1/842.0,0.0,252.6
"
510
",7840,33,23,0,1981,1/237.6,1/340.9,0.0,140.0
"
511
",5899,23,15,0,1297,1/256.5,1/393.3,0.0,155.2
"
512
",6965,29,16,0,1289,1/240.2,1/435.3,0.0,154.8
"
513
",8150,36,24,0,2935,1/226.4,1/339.6,0.0,135.8
"
514
",6352,24,18,0,1545,1/264.7,1/352.9,0.0,151.2
"
515
",7266,23,22,0,1478,1/315.9,1/330.3,0.0,161.5
"
516
",7308,17,23,0,750,1/429.9,1/317.7,0.0,182.7
"
517
",7760,30,25,0,1585,1/258.7,1/310.4,0.0,141.1
"
524
",6305,22,18,0,2189,1/286.6,1/350.3,0.0,157.6
"
525
",4403,15,7,0,1158,1/293.5,1/629.0,0.0,200.1
"
526
",8168,34,34,0,2832,1/240.2,1/240.2,0.0,120.1
"
527
",6870,33,14,0,1406,1/208.2,1/490.7,0.0,146.2
"
528
",5324,17,14,0,1156,1/313.2,1/380.3,0.0,171.7
"
529
",2739,5,3,0,500,1/547.8,1/913.0,0.0,342.4
"
530
",4891,16,10,0,859,1/305.7,1/489.1,0.0,188.1
"
531
",3956,22,7,0,1869,1/179.8,1/565.1,0.0,136.4
"
532
",6333,24,19,0,822,1/263.9,1/333.3,0.0,147.3
"
533
",4053,12,13,0,925,1/337.8,1/311.8,0.0,162.1
"
534
",7023,25,20,0,2184,1/280.9,1/351.2,0.0,156.1
"
535
",5851,17,17,0,873,1/344.2,1/344.2,0.0,172.1
