台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",5541,20,17,0,1317,1/277.1,1/325.9,0.0,149.8
"
479
",8430,35,24,0,2899,1/240.9,1/351.3,0.0,142.9
"
480
",5887,10,17,0,740,1/588.7,1/346.3,0.0,218.0
"
481
",4348,12,8,0,486,1/362.3,1/543.5,0.0,217.4
"
482
",8710,27,29,0,1437,1/322.6,1/300.3,0.0,155.5
"
483
",4486,17,8,0,1118,1/263.9,1/560.8,0.0,179.4
"
484
",6326,31,18,0,2805,1/204.1,1/351.4,0.0,129.1
"
485
",6240,27,14,0,2076,1/231.1,1/445.7,0.0,152.2
"
486
",8116,32,28,0,2189,1/253.6,1/289.9,0.0,135.3
"
487
",6337,25,18,0,1808,1/253.5,1/352.1,0.0,147.4
"
488
",7557,29,24,0,1639,1/260.6,1/314.9,0.0,142.6
"
489
",4995,18,12,0,1605,1/277.5,1/416.3,0.0,166.5
"
490
",6461,20,16,0,1094,1/323.1,1/403.8,0.0,179.5
"
491
",8515,34,21,0,1486,1/250.4,1/405.5,0.0,154.8
"
492
",7693,29,22,0,1755,1/265.3,1/349.7,0.0,150.8
"
493
",6228,30,29,0,3189,1/207.6,1/214.8,0.0,105.6
"
494
",8878,30,42,0,1879,1/295.9,1/211.4,0.0,123.3
"
495
",5490,19,11,0,640,1/288.9,1/499.1,0.0,183.0
"
496
",6370,25,16,0,1456,1/254.8,1/398.1,0.0,155.4
"
497
",8923,35,28,0,1813,1/254.9,1/318.7,0.0,141.6
"
498
",7385,31,27,0,1861,1/238.2,1/273.5,0.0,127.3
"
499
",7816,30,20,0,1359,1/260.5,1/390.8,0.0,156.3
"
500
",7235,26,22,0,1410,1/278.3,1/328.9,0.0,150.7
"
501
",8363,33,30,0,3251,1/253.4,1/278.8,0.0,132.7
"
502
",5617,21,13,0,1359,1/267.5,1/432.1,0.0,165.2
"
503
",3963,13,8,0,1030,1/304.8,1/495.4,0.0,188.7
"
504
",8995,30,16,0,976,1/299.8,1/562.2,0.0,195.5
"
505
",3625,9,5,0,629,1/402.8,1/725.0,0.0,258.9
"
506
",7039,28,22,0,1591,1/251.4,1/320.0,0.0,140.8
"
507
",5065,15,11,0,625,1/337.7,1/460.5,0.0,194.8
"
508
",5797,22,18,0,2226,1/263.5,1/322.1,0.0,144.9
"
509
",4759,7,15,0,530,1/679.9,1/317.3,0.0,216.3
"
510
",7983,36,21,0,2484,1/221.8,1/380.1,0.0,140.1
"
511
",6248,23,13,0,1209,1/271.7,1/480.6,0.0,173.6
"
512
",7650,27,21,0,1253,1/283.3,1/364.3,0.0,159.4
"
513
",8141,34,28,0,2284,1/239.4,1/290.8,0.0,131.3
"
514
",8467,36,33,0,2718,1/235.2,1/256.6,0.0,122.7
"
515
",5130,18,10,0,1149,1/285.0,1/513.0,0.0,183.2
"
516
",7000,30,16,0,1914,1/233.3,1/437.5,0.0,152.2
"
517
",5674,19,11,0,1511,1/298.6,1/515.8,0.0,189.1
"
524
",7993,33,34,0,2072,1/242.2,1/235.1,0.0,119.3
"
525
",8401,28,33,0,1971,1/300.0,1/254.6,0.0,137.7
"
526
",6156,25,15,0,1170,1/246.2,1/410.4,0.0,153.9
"
527
",7261,29,20,0,2250,1/250.4,1/363.1,0.0,148.2
"
528
",8078,35,23,0,2256,1/230.8,1/351.2,0.0,139.3
"
529
",5262,18,11,0,1074,1/292.3,1/478.4,0.0,181.4
"
530
",5680,20,15,0,871,1/284.0,1/378.7,0.0,162.3
"
531
",7009,26,21,0,1580,1/269.6,1/333.8,0.0,149.1
"
532
",5275,19,12,0,1082,1/277.6,1/439.6,0.0,170.2
"
533
",8401,36,19,0,1597,1/233.4,1/442.2,0.0,152.7
"
534
",6191,21,16,0,897,1/294.8,1/386.9,0.0,167.3
"
535
",9551,38,27,0,2148,1/251.3,1/353.7,0.0,146.9
