台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",7568,27,36,0,2692,1/280.3,1/210.2,0.0,120.1
"
479
",5626,16,16,0,1199,1/351.6,1/351.6,0.0,175.8
"
480
",5219,25,12,0,1685,1/208.8,1/434.9,0.0,141.1
"
481
",7692,24,26,0,1214,1/320.5,1/295.8,0.0,153.8
"
482
",3123,9,7,0,613,1/347.0,1/446.1,0.0,195.2
"
483
",7109,32,21,0,2590,1/222.2,1/338.5,0.0,134.1
"
484
",8511,35,26,0,1495,1/243.2,1/327.3,0.0,139.5
"
485
",3085,10,8,0,680,1/308.5,1/385.6,0.0,171.4
"
486
",6868,27,19,0,2069,1/254.4,1/361.5,0.0,149.3
"
487
",7418,28,24,0,1213,1/264.9,1/309.1,0.0,142.7
"
488
",3181,12,10,0,1133,1/265.1,1/318.1,0.0,144.6
"
489
",7753,33,22,0,1735,1/234.9,1/352.4,0.0,141.0
"
490
",2309,1,6,0,352,1/2309.0,1/384.8,0.0,329.9
"
491
",7384,40,19,0,3079,1/184.6,1/388.6,0.0,125.2
"
492
",2768,5,8,0,471,1/553.6,1/346.0,0.0,212.9
"
493
",6165,29,13,0,1302,1/212.6,1/474.2,0.0,146.8
"
494
",3229,8,6,0,445,1/403.6,1/538.2,0.0,230.6
"
495
",2845,16,3,0,1669,1/177.8,1/948.3,0.0,149.7
"
496
",4514,20,13,0,1492,1/225.7,1/347.2,0.0,136.8
"
497
",6364,17,20,0,1047,1/374.4,1/318.2,0.0,172.0
"
498
",5454,15,12,0,692,1/363.6,1/454.5,0.0,202.0
"
499
",5749,22,13,0,1834,1/261.3,1/442.2,0.0,164.3
"
500
",5179,21,21,0,2504,1/246.6,1/246.6,0.0,123.3
"
501
",4369,16,11,0,1360,1/273.1,1/397.2,0.0,161.8
"
502
",6025,23,19,0,1422,1/262.0,1/317.1,0.0,143.5
"
503
",8291,30,21,0,1145,1/276.4,1/394.8,0.0,162.6
"
504
",6782,32,26,0,1927,1/211.9,1/260.8,0.0,116.9
"
505
",5533,23,15,0,1462,1/240.6,1/368.9,0.0,145.6
"
506
",6205,26,18,0,1765,1/238.7,1/344.7,0.0,141.0
"
507
",4807,17,15,0,858,1/282.8,1/320.5,0.0,150.2
"
508
",3284,9,7,0,869,1/364.9,1/469.1,0.0,205.3
"
509
",3723,13,10,0,979,1/286.4,1/372.3,0.0,161.9
"
510
",6855,30,20,0,1745,1/228.5,1/342.8,0.0,137.1
"
511
",3241,7,7,0,835,1/463.0,1/463.0,0.0,231.5
"
512
",8129,42,21,0,2651,1/193.5,1/387.1,0.0,129.0
"
513
",6599,29,15,0,2514,1/227.6,1/439.9,0.0,150.0
"
514
",5548,22,13,0,1477,1/252.2,1/426.8,0.0,158.5
"
515
",5217,19,15,0,1813,1/274.6,1/347.8,0.0,153.4
"
516
",3555,10,7,0,991,1/355.5,1/507.9,0.0,209.1
"
517
",7448,20,25,0,1027,1/372.4,1/297.9,0.0,165.5
"
524
",6286,22,14,0,784,1/285.7,1/449.0,0.0,174.6
"
525
",2764,8,4,0,542,1/345.5,1/691.0,0.0,230.3
"
526
",3055,9,8,0,906,1/339.4,1/381.9,0.0,179.7
"
527
",8166,32,36,0,2741,1/255.2,1/226.8,0.0,120.1
"
528
",6841,22,24,0,1123,1/311.0,1/285.0,0.0,148.7
"
529
",3619,12,8,0,799,1/301.6,1/452.4,0.0,181.0
"
530
",3652,11,8,0,553,1/332.0,1/456.5,0.0,192.2
"
531
",5325,22,12,0,1659,1/242.0,1/443.8,0.0,156.6
"
532
",6331,24,20,0,1725,1/263.8,1/316.6,0.0,143.9
"
533
",1437,3,2,0,242,1/479.0,1/718.5,0.0,287.4
"
534
",5539,24,10,0,1341,1/230.8,1/553.9,0.0,162.9
"
535
",5626,20,12,0,892,1/281.3,1/468.8,0.0,175.8
