台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",7795,25,25,0,1014,1/311.8,1/311.8,0.0,155.9
"
479
",6680,30,22,0,2202,1/222.7,1/303.6,0.0,128.5
"
480
",7108,26,27,0,1790,1/273.4,1/263.3,0.0,134.1
"
481
",3754,15,6,0,768,1/250.3,1/625.7,0.0,178.8
"
482
",6090,28,18,0,1594,1/217.5,1/338.3,0.0,132.4
"
483
",8295,42,24,0,3452,1/197.5,1/345.6,0.0,125.7
"
484
",4561,18,14,0,1836,1/253.4,1/325.8,0.0,142.5
"
485
",3596,13,11,0,672,1/276.6,1/326.9,0.0,149.8
"
486
",7788,28,32,0,1782,1/278.1,1/243.4,0.0,129.8
"
487
",2193,8,3,0,890,1/274.1,1/731.0,0.0,199.4
"
488
",6130,21,27,0,1967,1/291.9,1/227.0,0.0,127.7
"
489
",1388,4,2,0,505,1/347.0,1/694.0,0.0,231.3
"
490
",9327,45,38,0,4659,1/207.3,1/245.4,0.0,112.4
"
491
",2950,14,6,0,997,1/210.7,1/491.7,0.0,147.5
"
492
",3018,11,7,0,835,1/274.4,1/431.1,0.0,167.7
"
493
",2139,5,3,0,507,1/427.8,1/713.0,0.0,267.4
"
494
",8228,34,26,0,1481,1/242.0,1/316.5,0.0,137.1
"
495
",4260,13,9,0,1111,1/327.7,1/473.3,0.0,193.6
"
496
",4306,24,15,0,2303,1/179.4,1/287.1,0.0,110.4
"
497
",7000,32,28,0,2236,1/218.8,1/250.0,0.0,116.7
"
498
",8774,47,25,0,3806,1/186.7,1/351.0,0.0,121.9
"
499
",7186,33,27,0,2791,1/217.8,1/266.1,0.0,119.8
"
500
",1383,7,1,0,625,1/197.6,1/1383.0,0.0,172.9
"
501
",6032,15,23,0,615,1/402.1,1/262.3,0.0,158.7
"
502
",6204,27,23,0,2503,1/229.8,1/269.7,0.0,124.1
"
503
",7756,28,26,0,1353,1/277.0,1/298.3,0.0,143.6
"
504
",1785,3,3,0,395,1/595.0,1/595.0,0.0,297.5
"
505
",1733,4,3,0,361,1/433.3,1/577.7,0.0,247.6
"
506
",5282,16,16,0,775,1/330.1,1/330.1,0.0,165.1
"
507
",4037,17,6,0,1582,1/237.5,1/672.8,0.0,175.5
"
508
",7416,22,27,0,1398,1/337.1,1/274.7,0.0,151.3
"
509
",2226,2,6,0,432,1/1113.0,1/371.0,0.0,278.3
"
510
",5741,23,14,0,1288,1/249.6,1/410.1,0.0,155.2
"
511
",1700,3,2,0,342,1/566.7,1/850.0,0.0,340.0
"
512
",8304,36,27,0,1849,1/230.7,1/307.6,0.0,131.8
"
513
",7159,27,19,0,1269,1/265.1,1/376.8,0.0,155.6
"
514
",3087,14,8,0,1848,1/220.5,1/385.9,0.0,140.3
"
515
",8506,30,24,0,1120,1/283.5,1/354.4,0.0,157.5
"
516
",7839,34,28,0,2275,1/230.6,1/280.0,0.0,126.4
"
517
",4940,18,12,0,851,1/274.4,1/411.7,0.0,164.7
"
526
",6354,19,21,0,794,1/334.4,1/302.6,0.0,158.9
"
527
",1310,9,6,0,1578,1/145.6,1/218.3,0.0,87.3
"
528
",5091,15,13,0,1070,1/339.4,1/391.6,0.0,181.8
"
529
",3046,9,5,0,376,1/338.4,1/609.2,0.0,217.6
"
530
",6663,25,17,0,1162,1/266.5,1/391.9,0.0,158.6
"
531
",4836,15,14,0,1462,1/322.4,1/345.4,0.0,166.8
"
532
",6054,24,16,0,1223,1/252.3,1/378.4,0.0,151.4
"
533
",3812,11,10,0,886,1/346.5,1/381.2,0.0,181.5
"
534
",5071,12,11,0,1073,1/422.6,1/461.0,0.0,220.5
"
535
",6883,26,18,0,2534,1/264.7,1/382.4,0.0,156.4
