台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",7639,30,26,0,1841,1/254.6,1/293.8,0.0,136.4
"
479
",4143,11,9,0,473,1/376.6,1/460.3,0.0,207.2
"
480
",4565,7,9,0,446,1/652.1,1/507.2,0.0,285.3
"
481
",4858,10,13,0,481,1/485.8,1/373.7,0.0,211.2
"
482
",8229,35,27,0,1467,1/235.1,1/304.8,0.0,132.7
"
483
",7865,42,14,0,3080,1/187.3,1/561.8,0.0,140.4
"
484
",3437,10,12,0,775,1/343.7,1/286.4,0.0,156.2
"
485
",5403,10,14,0,708,1/540.3,1/385.9,0.0,225.1
"
486
",5714,22,14,0,1630,1/259.7,1/408.1,0.0,158.7
"
487
",6447,24,15,0,1718,1/268.6,1/429.8,0.0,165.3
"
488
",9512,36,41,0,2674,1/264.2,1/232.0,0.0,123.5
"
489
",7600,21,21,0,633,1/361.9,1/361.9,0.0,181.0
"
490
",8798,44,23,0,3688,1/200.0,1/382.5,0.0,131.3
"
491
",5011,13,13,0,648,1/385.5,1/385.5,0.0,192.7
"
492
",5572,28,14,0,2107,1/199.0,1/398.0,0.0,132.7
"
493
",9339,42,35,0,3503,1/222.4,1/266.8,0.0,121.3
"
494
",7768,28,24,0,1358,1/277.4,1/323.7,0.0,149.4
"
495
",8665,34,34,0,2301,1/254.9,1/254.9,0.0,127.4
"
496
",7334,25,29,0,1367,1/293.4,1/252.9,0.0,135.8
"
497
",8260,42,24,0,3106,1/196.7,1/344.2,0.0,125.2
"
498
",8517,34,30,0,2371,1/250.5,1/283.9,0.0,133.1
"
499
",8374,43,24,0,3530,1/194.7,1/348.9,0.0,125.0
"
500
",6407,23,18,0,1056,1/278.6,1/355.9,0.0,156.3
"
501
",4421,14,7,0,824,1/315.8,1/631.6,0.0,210.5
"
502
",7125,31,23,0,2542,1/229.8,1/309.8,0.0,131.9
"
503
",9221,45,31,0,3512,1/204.9,1/297.5,0.0,121.3
"
504
",6917,19,24,0,1102,1/364.1,1/288.2,0.0,160.9
"
505
",6031,34,14,0,3106,1/177.4,1/430.8,0.0,125.6
"
506
",6775,33,23,0,2501,1/205.3,1/294.6,0.0,121.0
"
507
",6491,32,20,0,2955,1/202.8,1/324.6,0.0,124.8
"
508
",7947,32,27,0,2197,1/248.3,1/294.3,0.0,134.7
"
509
",3802,14,10,0,810,1/271.6,1/380.2,0.0,158.4
"
510
",6917,29,20,0,1855,1/238.5,1/345.9,0.0,141.2
"
511
",6154,25,16,0,1758,1/246.2,1/384.6,0.0,150.1
"
512
",4373,20,10,0,1403,1/218.7,1/437.3,0.0,145.8
"
513
",8617,46,23,0,4229,1/187.3,1/374.7,0.0,124.9
"
514
",7780,38,16,0,2353,1/204.7,1/486.3,0.0,144.1
"
515
",5582,20,13,0,1046,1/279.1,1/429.4,0.0,169.2
"
516
",6970,39,24,0,4081,1/178.7,1/290.4,0.0,110.6
"
517
",6638,25,19,0,1309,1/265.5,1/349.4,0.0,150.9
"
526
",6650,27,24,0,1805,1/246.3,1/277.1,0.0,130.4
"
527
",6957,27,19,0,1271,1/257.7,1/366.2,0.0,151.2
"
528
",6240,34,12,0,2628,1/183.5,1/520.0,0.0,135.7
"
529
",8201,38,21,0,1723,1/215.8,1/390.5,0.0,139.0
"
530
",4968,13,12,0,885,1/382.2,1/414.0,0.0,198.7
"
531
",7201,27,20,0,1342,1/266.7,1/360.1,0.0,153.2
"
532
",6605,27,16,0,1349,1/244.6,1/412.8,0.0,153.6
"
533
",5920,10,15,0,676,1/592.0,1/394.7,0.0,236.8
"
534
",6129,18,16,0,1000,1/340.5,1/383.1,0.0,180.3
"
535
",7746,29,34,0,2456,1/267.1,1/227.8,0.0,123.0
