台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",6914,23,14,0,1388,1/300.6,1/493.9,0.0,186.9
"
479
",5105,18,12,0,1027,1/283.6,1/425.4,0.0,170.2
"
480
",5992,20,15,0,1302,1/299.6,1/399.5,0.0,171.2
"
481
",7224,31,28,0,2161,1/233.0,1/258.0,0.0,122.4
"
482
",5186,19,13,0,1041,1/272.9,1/398.9,0.0,162.1
"
483
",5263,13,17,0,500,1/404.8,1/309.6,0.0,175.4
"
484
",7609,20,25,0,723,1/380.5,1/304.4,0.0,169.1
"
485
",2657,7,3,0,561,1/379.6,1/885.7,0.0,265.7
"
486
",7994,29,25,0,1375,1/275.7,1/319.8,0.0,148.0
"
487
",4578,13,12,0,749,1/352.2,1/381.5,0.0,183.1
"
488
",6286,27,18,0,1749,1/232.8,1/349.2,0.0,139.7
"
489
",3545,11,4,0,730,1/322.3,1/886.3,0.0,236.3
"
490
",7394,30,20,0,2042,1/246.5,1/369.7,0.0,147.9
"
491
",5898,24,14,0,1146,1/245.8,1/421.3,0.0,155.2
"
492
",7797,36,24,0,3040,1/216.6,1/324.9,0.0,130.0
"
493
",4248,12,13,0,670,1/354.0,1/326.8,0.0,169.9
"
494
",5916,19,12,0,1161,1/311.4,1/493.0,0.0,190.8
"
495
",8428,23,29,0,1061,1/366.4,1/290.6,0.0,162.1
"
496
",5172,14,14,0,535,1/369.4,1/369.4,0.0,184.7
"
497
",8822,32,23,0,1656,1/275.7,1/383.6,0.0,160.4
"
498
",6105,29,26,0,3400,1/210.5,1/234.8,0.0,111.0
"
499
",7947,32,26,0,1910,1/248.3,1/305.7,0.0,137.0
"
500
",4572,12,11,0,684,1/381.0,1/415.6,0.0,198.8
"
501
",7683,27,28,0,1417,1/284.6,1/274.4,0.0,139.7
"
502
",6757,31,17,0,1579,1/218.0,1/397.5,0.0,140.8
"
503
",6856,18,27,0,1013,1/380.9,1/253.9,0.0,152.4
"
504
",6787,31,17,0,3356,1/218.9,1/399.2,0.0,141.4
"
505
",7398,37,32,0,4288,1/199.9,1/231.2,0.0,107.2
"
506
",5186,20,12,0,1003,1/259.3,1/432.2,0.0,162.1
"
507
",3681,8,8,0,467,1/460.1,1/460.1,0.0,230.1
"
508
",5208,17,10,0,1042,1/306.4,1/520.8,0.0,192.9
"
509
",6506,17,21,0,1233,1/382.7,1/309.8,0.0,171.2
"
510
",7801,29,30,0,2781,1/269.0,1/260.0,0.0,132.2
"
511
",5285,22,11,0,956,1/240.2,1/480.5,0.0,160.2
"
512
",6481,31,12,0,1754,1/209.1,1/540.1,0.0,150.7
"
513
",5868,11,16,0,589,1/533.5,1/366.8,0.0,217.3
"
514
",5027,12,11,0,533,1/418.9,1/457.0,0.0,218.6
"
515
",3413,7,6,0,410,1/487.6,1/568.8,0.0,262.5
"
516
",6583,24,20,0,1290,1/274.3,1/329.2,0.0,149.6
"
517
",7153,29,22,0,2160,1/246.7,1/325.1,0.0,140.3
"
526
",7864,27,29,0,1431,1/291.3,1/271.2,0.0,140.4
"
527
",6003,25,13,0,1668,1/240.1,1/461.8,0.0,158.0
"
528
",6572,32,15,0,2343,1/205.4,1/438.1,0.0,139.8
"
529
",5236,24,15,0,1736,1/218.2,1/349.1,0.0,134.3
"
530
",4168,15,7,0,1253,1/277.9,1/595.4,0.0,189.5
"
531
",6782,21,25,0,1248,1/323.0,1/271.3,0.0,147.4
"
532
",6556,30,12,0,1797,1/218.5,1/546.3,0.0,156.1
"
533
",7832,20,32,0,648,1/391.6,1/244.8,0.0,150.6
"
534
",3881,9,4,0,471,1/431.2,1/970.3,0.0,298.5
"
535
",7910,29,19,0,1062,1/272.8,1/416.3,0.0,164.8
